9.8s 1 0.00s - Debugger warning: It seems that frozen modules are being used, which may
9.8s 2 0.00s - make the debugger miss breakpoints. Please pass -Xfrozen_modules=off
9.8s 3 0.00s - to python to disable frozen modules.
9.8s 4 0.00s - Note: Debugging will proceed. Set PYDEVD_DISABLE_FILE_VALIDATION=1 to disable this validation.
10.6s 5 0.00s - Debugger warning: It seems that frozen modules are being used, which may
10.6s 6 0.00s - make the debugger miss breakpoints. Please pass -Xfrozen_modules=off
10.6s 7 0.00s - to python to disable frozen modules.
10.6s 8 0.00s - Note: Debugging will proceed. Set PYDEVD_DISABLE_FILE_VALIDATION=1 to disable this validation.
13.3s 9 [1/7] config loaded
13.3s 10 models=5  workers=6  budget={'openrouter': 8.5, 'deepseek': 8.5}
13.4s 11 [2/7] openrouter  key OK
13.4s 12 [2/7] deepseek    key OK
13.4s 13 [2/7] endpoints ready
14.8s 14 [3/7] test split loaded: 1093 articles
14.8s 15 [3/7] medium-length (400-1000w): human 448 | AI 410
14.8s 16 [3/7] !! supply short -> N reduced 100 -> 82 (widen the band to raise it)
14.8s 17 [3/7]   qwen      polish    -> 82 articles
14.8s 18 [3/7]   qwen      humanize  -> 82 articles
14.8s 19 [3/7]   gemini    polish    -> 82 articles
14.8s 20 [3/7]   gemini    humanize  -> 82 articles
14.8s 21 [3/7]   gpt       polish    -> 82 articles
14.8s 22 [3/7]   gpt       humanize  -> 82 articles
14.8s 23 [3/7]   claude    polish    -> 82 articles
14.8s 24 [3/7]   claude    humanize  -> 82 articles
14.8s 25 [3/7]   deepseek  polish    -> 82 articles
14.8s 26 [3/7]   deepseek  humanize  -> 82 articles
14.8s 27 [3/7] total planned: 820 generations
14.8s 28 [4/7] prompts ready
20.8s 29 [5/7] caller ready (thread-safe, retries=3)
20.8s 30 [6/7] resume: 0 generations already present
20.8s 31 [6/7] 820 jobs queued | workers=6
20.8s 32 ----------------------------------------------------------------------------------------------------
25.1s 33 [   1/820] OK   gemini   humanize   - AI_opus_HA_01340           in 1148 out  743 $0.0022   4.3s | OR $0.002 DS $0.000 | 14.1/min ETA 58m
144.2s 67 [  35/820] OK   claude   humanize   - AI_deepseek_HA_02618       in 3518 out 3209 $0.0196  31.7s | OR $0.199 DS $0.004 | 17.0/min ETA 46m
144.6s 68 [  36/820] OK   qwen     humanize   - AI_qwen_HA_00485           in 1366 out 1238 $0.0059  21.1s | OR $0.205 DS $0.004 | 17.4/min ETA 45m
144.9s 69 [  37/820] OK   qwen     humanize   - AI_qwen_HA_03462           in 2179 out 1789 $0.0087  27.9s | OR $0.213 DS $0.004 | 17.9/min ETA 44m
145.9s 70 [  38/820] OK   claude   humanize   - AI_qwen_HA_01011           in 2561 out 2915 $0.0171  29.0s | OR $0.230 DS $0.004 | 18.2/min ETA 43m
146.8s 71 [  39/820] OK   claude   polish   L10 HU_HA_02450                in 3872 out 4000 $0.0239  43.5s | OR $0.254 DS $0.004 | 18.6/min ETA 42m
147.0s 72 [  40/820] OK   qwen     humanize   - AI_deepseek_HA_02349       in 1468 out 1434 $0.0067  26.6s | OR $0.261 DS $0.004 | 19.0/min ETA 41m
148.9s 73 [  41/820] OK   gemini   polish   L25 HU_HA_00692                in  910 out  777 $0.0022   2.1s | OR $0.263 DS $0.004 | 19.2/min ETA 41m
151.0s 74 [  42/820] OK   gemini   humanize   - AI_deepseek_HA_01654       in 1352 out 1094 $0.0031   4.0s | OR $0.266 DS $0.004 | 19.4/min ETA 40m
153.4s 75 [  43/820] OK   gemini   humanize   - AI_qwen_HA_00408           in  975 out  951 $0.0027   4.5s | OR $0.269 DS $0.004 | 19.5/min ETA 40m
156.2s 76 [  44/820] OK   deepseek polish   L25 HU_HA_02641                in 1693 out 1537 $0.0007  11.6s | OR $0.269 DS $0.005 | 19.5/min ETA 40m
156.2s 77 [  45/820] OK   gemini   polish   L10 HU_HA_01777                in 1293 out 1148 $0.0033   2.8s | OR $0.272 DS $0.005 | 19.9/min ETA 39m
162.0s 78 [  46/820] OK   gpt      humanize   - AI_sonnet_HA_01382         in  891 out  749 $0.0017  11.0s | OR $0.274 DS $0.005 | 19.6/min ETA 40m
165.9s 79 [  47/820] OK   qwen     humanize   - AI_gpt_HA_01122            in 1045 out 1109 $0.0051  21.0s | OR $0.279 DS $0.005 | 19.4/min ETA 40m
166.8s 80 [  48/820] OK   deepseek humanize   - AI_qwen_HA_01885           in 1504 out 1309 $0.0006  10.5s | OR $0.279 DS $0.005 | 19.7/min ETA 39m
167.8s 81 [  49/820] OK   claude   polish   L25 HU_HA_01109                in 2161 out 2196 $0.0131  21.9s | OR $0.292 DS $0.005 | 20.0/min ETA 39m
168.4s 82 [  50/820] OK   gpt      humanize   - AI_deepseek_HA_00499       in  919 out  828 $0.0019  12.2s | OR $0.294 DS $0.005 | 20.3/min ETA 38m
171.0s 83 [  51/820] OK   gemini   humanize   - AI_sonnet_HA_00866         in  955 out  878 $0.0025   4.2s | OR $0.297 DS $0.005 | 20.4/min ETA 38m
175.1s 84 [  52/820] OK   gemini   humanize   - AI_sonnet_HA_01831         in 1271 out  935 $0.0027   4.1s | OR $0.299 DS $0.005 | 20.2/min ETA 38m
178.1s 85 [  53/820] OK   gemini   polish   L10 HU_HA_00056                in  971 out  917 $0.0026   3.0s | OR $0.302 DS $0.005 | 20.2/min ETA 38m
180.4s 86 [  54/820] OK   gpt      polish   L25 HU_HA_01181                in  994 out 1077 $0.0024  14.5s | OR $0.304 DS $0.005 | 20.3/min ETA 38m
181.0s 87 [  55/820] OK   qwen     humanize   - AI_sonnet_HA_01273         in 1212 out 1033 $0.0050  19.0s | OR $0.309 DS $0.005 | 20.6/min ETA 37m
181.0s 88 [  56/820] OK   gpt      humanize   - AI_deepseek_HA_00558       in  968 out  831 $0.0019  12.6s | OR $0.311 DS $0.005 | 21.0/min ETA 36m
183.2s 89 [  57/820] OK   claude   humanize   - AI_gemini_HA_02675         in 4062 out 4000 $0.0241  39.0s | OR $0.335 DS $0.005 | 21.1/min ETA 36m
187.6s 90 [  58/820] OK   gpt      polish   L10 HU_HA_02398                in 1352 out 1308 $0.0030  19.8s | OR $0.338 DS $0.005 | 20.9/min ETA 37m
191.9s 91 [  59/820] OK   deepseek polish   L10 HU_HA_01795                in 1580 out 1417 $0.0006  11.4s | OR $0.338 DS $0.006 | 20.7/min ETA 37m
194.6s 92 [  60/820] OK   qwen     polish   L50 HU_HA_00768                in 1258 out 1006 $0.0049  16.5s | OR $0.343 DS $0.006 | 20.7/min ETA 37m
198.6s 93 [  61/820] OK   claude   humanize   - AI_deepseek_HA_01396       in 2022 out 1872 $0.0114  17.6s | OR $0.355 DS $0.006 | 20.6/min ETA 37m
207.0s 94 [  62/820] OK   qwen     polish   L25 HU_HA_00155                in 1115 out  918 $0.0044  15.1s | OR $0.359 DS $0.006 | 20.0/min ETA 38m
210.3s 95 [  63/820] OK   gpt      polish   L50 HU_HA_02525                in 1585 out 1511 $0.0034  15.7s | OR $0.362 DS $0.006 | 20.0/min ETA 38m
211.7s 96 [  64/820] OK   claude   polish   L25 HU_HA_02393                in 3359 out 3437 $0.0205  30.7s | OR $0.383 DS $0.006 | 20.1/min ETA 38m
213.4s 97 [  65/820] OK   gemini   polish   L50 HU_HA_00208                in  946 out  867 $0.0025   3.2s | OR $0.385 DS $0.006 | 20.2/min ETA 37m
214.2s 98 [  66/820] OK   qwen     polish   L25 HU_HA_02683                in 2236 out 2019 $0.0096  26.5s | OR $0.395 DS $0.006 | 20.5/min ETA 37m
215.3s 99 [  67/820] OK   gemini   humanize   - AI_opus_HA_01399           in 1201 out  799 $0.0024   3.6s | OR $0.397 DS $0.006 | 20.7/min ETA 36m
218.5s 100 [  68/820] OK   claude   humanize   - AI_sonnet_HA_01032         in 1966 out 2055 $0.0122  19.9s | OR $0.410 DS $0.006 | 20.6/min ETA 36m
223.6s 101 [  69/820] OK   qwen     polish   L10 HU_HA_00864                in 1152 out 1058 $0.0050  16.6s | OR $0.415 DS $0.006 | 20.4/min ETA 37m
223.7s 102 [  70/820] OK   gemini   humanize   - AI_gpt_HA_00947            in 1094 out 1200 $0.0033   5.2s | OR $0.418 DS $0.006 | 20.7/min ETA 36m
224.3s 103 [  71/820] OK   gpt      polish   L50 HU_HA_00008                in  919 out  867 $0.0020  10.1s | OR $0.420 DS $0.006 | 20.9/min ETA 36m
225.5s 104 [  72/820] OK   claude   polish   L25 HU_HA_03114                in 4029 out 4000 $0.0240  42.3s | OR $0.444 DS $0.006 | 21.1/min ETA 35m
234.5s 105 [  73/820] OK   deepseek polish   L10 HU_HA_01813                in 1614 out 1459 $0.0006  10.9s | OR $0.444 DS $0.007 | 20.5/min ETA 36m
240.9s 106 [  74/820] OK   gpt      polish   L25 HU_HA_00514                in  959 out 1028 $0.0023  16.6s | OR $0.446 DS $0.007 | 20.2/min ETA 37m
242.9s 107 [  75/820] OK   claude   polish   L50 HU_HA_00231                in 1929 out 2109 $0.0125  19.4s | OR $0.459 DS $0.007 | 20.3/min ETA 37m
244.6s 108 [  76/820] OK   claude   polish   L10 HU_HA_02296                in 3227 out 3077 $0.0186  31.2s | OR $0.477 DS $0.007 | 20.4/min ETA 37m
245.2s 109 [  77/820] OK   qwen     polish   L25 HU_HA_03400                in 2390 out 2194 $0.0104  29.9s | OR $0.488 DS $0.007 | 20.6/min ETA 36m
246.7s 110 [  78/820] OK   claude   polish   L25 HU_HA_00047                in 2097 out 2117 $0.0127  21.2s | OR $0.500 DS $0.007 | 20.7/min ETA 36m
249.9s 111 [  79/820] OK   deepseek polish   L25 HU_HA_00649                in 1033 out  872 $0.0004   7.0s | OR $0.500 DS $0.007 | 20.7/min ETA 36m
252.4s 112 [  80/820] OK   gemini   polish   L25 HU_HA_02646                in 1622 out 1584 $0.0044   5.7s | OR $0.505 DS $0.007 | 20.7/min ETA 36m
254.9s 113 [  81/820] OK   gemini   humanize   - AI_qwen_HA_00857           in 1141 out  963 $0.0027   4.9s | OR $0.508 DS $0.007 | 20.8/min ETA 36m
255.7s 114 [  82/820] OK   gpt      humanize   - AI_sonnet_HA_02987         in 1802 out 1334 $0.0031  21.2s | OR $0.511 DS $0.007 | 20.9/min ETA 35m
258.5s 115 [  83/820] OK   qwen     polish   L10 HU_HA_00199                in 1059 out  917 $0.0044  13.9s | OR $0.515 DS $0.007 | 21.0/min ETA 35m
258.6s 116 [  84/820] OK   gpt      polish   L25 HU_HA_01448                in 1254 out 1267 $0.0028  17.7s | OR $0.518 DS $0.007 | 21.2/min ETA 35m
263.7s 117 [  85/820] OK   qwen     humanize   - AI_gpt_HA_00740            in 1260 out 1175 $0.0056  18.5s | OR $0.524 DS $0.007 | 21.0/min ETA 35m
266.1s 118 [  86/820] OK   deepseek polish   L25 HU_HA_00078                in 1077 out  867 $0.0004   7.5s | OR $0.524 DS $0.007 | 21.0/min ETA 35m
266.1s 119 [  87/820] OK   deepseek humanize   - AI_sonnet_HA_00808         in 1200 out 1029 $0.0005  10.4s | OR $0.524 DS $0.008 | 21.3/min ETA 34m
269.6s 120 [  88/820] OK   qwen     polish   L10 HU_HA_00384                in 1280 out 1153 $0.0055  17.2s | OR $0.529 DS $0.008 | 21.2/min ETA 34m
269.7s 121 [  89/820] OK   gemini   polish   L75 HU_HA_01587                in 1455 out 1491 $0.0042   6.0s | OR $0.533 DS $0.008 | 21.5/min ETA 34m
273.7s 122 [  90/820] OK   qwen     polish   L25 HU_HA_01040                in 1276 out 1165 $0.0055  18.8s | OR $0.539 DS $0.008 | 21.4/min ETA 34m
273.9s 123 [  91/820] OK   deepseek polish   L75 HU_HA_00627                in 1108 out  961 $0.0004   7.8s | OR $0.539 DS $0.008 | 21.6/min ETA 34m
276.5s 124 [  92/820] OK   gpt      humanize   - AI_sonnet_HA_00155         in  783 out  677 $0.0015  10.4s | OR $0.540 DS $0.008 | 21.6/min ETA 34m
277.1s 125 [  93/820] OK   qwen     humanize   - AI_deepseek_HA_00242       in 1060 out 1046 $0.0049  18.6s | OR $0.545 DS $0.008 | 21.8/min ETA 33m
289.1s 126 [  94/820] OK   gpt      polish   L25 HU_HA_00771                in  986 out  974 $0.0022  15.2s | OR $0.547 DS $0.008 | 21.0/min ETA 35m
291.4s 127 [  95/820] OK   gemini   polish   L10 HU_HA_01223                in 1138 out  994 $0.0028   2.3s | OR $0.550 DS $0.008 | 21.1/min ETA 34m
293.0s 128 [  96/820] OK   qwen     humanize   - AI_gpt_HA_01440            in 1515 out 1352 $0.0065  23.3s | OR $0.557 DS $0.008 | 21.2/min ETA 34m
295.5s 129 [  97/820] OK   gemini   polish   L25 HU_HA_02285                in 1579 out 1504 $0.0042   4.1s | OR $0.561 DS $0.008 | 21.2/min ETA 34m
296.1s 130 [  98/820] OK   qwen     humanize   - AI_deepseek_HA_00774       in 1484 out 1301 $0.0062  22.4s | OR $0.567 DS $0.008 | 21.4/min ETA 34m
299.6s 131 [  99/820] OK   claude   humanize   - AI_opus_HA_01315           in 2270 out 2127 $0.0129  22.5s | OR $0.580 DS $0.008 | 21.3/min ETA 34m
300.1s 132 [ 100/820] OK   claude   humanize   - AI_sonnet_HA_02132         in 2771 out 2876 $0.0172  30.5s | OR $0.597 DS $0.008 | 21.5/min ETA 34m
303.4s 133 [ 101/820] OK   gemini   polish   L75 HU_HA_02928                in 1970 out 1899 $0.0053   7.9s | OR $0.603 DS $0.008 | 21.4/min ETA 34m
303.8s 134 [ 102/820] OK   claude   polish   L25 HU_HA_00971                in 2332 out 2662 $0.0156  27.4s | OR $0.618 DS $0.008 | 21.6/min ETA 33m
304.8s 135 [ 103/820] OK   gemini   humanize   - AI_qwen_HA_01850           in 1284 out 1206 $0.0034   5.2s | OR $0.622 DS $0.008 | 21.8/min ETA 33m
308.2s 136 [ 104/820] OK   gemini   polish   L75 HU_HA_00428                in  970 out  926 $0.0026   4.4s | OR $0.624 DS $0.008 | 21.7/min ETA 33m
308.4s 137 [ 105/820] OK   gemini   polish   L25 HU_HA_01534                in 1619 out 1482 $0.0042   3.6s | OR $0.628 DS $0.008 | 21.9/min ETA 33m
311.3s 138 [ 106/820] OK   gemini   humanize   - AI_sonnet_HA_01109         in  995 out  685 $0.0020   3.1s | OR $0.630 DS $0.008 | 21.9/min ETA 33m
314.8s 139 [ 107/820] OK   claude   humanize   - AI_sonnet_HA_01904         in 2488 out 2293 $0.0140  21.8s | OR $0.644 DS $0.008 | 21.8/min ETA 33m
315.6s 140 [ 108/820] OK   qwen     polish   L25 HU_HA_00628                in 1071 out  931 $0.0045  15.5s | OR $0.649 DS $0.008 | 22.0/min ETA 32m
321.2s 141 [ 109/820] OK   deepseek polish   L10 HU_HA_02737                in 1698 out 1437 $0.0006  10.0s | OR $0.649 DS $0.009 | 21.8/min ETA 33m
321.2s 142 [ 110/820] OK   qwen     polish   L25 HU_HA_02590                in 1628 out 1522 $0.0072  25.1s | OR $0.656 DS $0.009 | 22.0/min ETA 32m
323.1s 143 [ 111/820] OK   deepseek polish   L10 HU_HA_00273                in 1130 out  932 $0.0004   8.3s | OR $0.656 DS $0.009 | 22.0/min ETA 32m
323.7s 144 [ 112/820] OK   gpt      polish   L10 HU_HA_02596                in 1385 out 1393 $0.0031  20.3s | OR $0.659 DS $0.009 | 22.2/min ETA 32m
329.6s 145 [ 113/820] OK   qwen     polish   L50 HU_HA_01531                in 1643 out 1535 $0.0073  21.2s | OR $0.666 DS $0.009 | 22.0/min ETA 32m
330.7s 146 [ 114/820] OK   deepseek polish   L50 HU_HA_01263                in 1256 out 1114 $0.0005   9.5s | OR $0.666 DS $0.010 | 22.1/min ETA 32m
334.8s 147 [ 115/820] OK   claude   polish   L50 HU_HA_00376                in 2030 out 1680 $0.0104  19.2s | OR $0.677 DS $0.010 | 22.0/min ETA 32m
341.4s 148 [ 116/820] OK   deepseek polish   L50 HU_HA_01654                in 1447 out 1287 $0.0006  10.7s | OR $0.677 DS $0.010 | 21.7/min ETA 32m
341.7s 149 [ 117/820] OK   gemini   humanize   - AI_deepseek_HA_02928       in 1792 out 1543 $0.0044   6.9s | OR $0.681 DS $0.010 | 21.9/min ETA 32m
342.5s 150 [ 118/820] OK   gpt      humanize   - AI_gemini_HA_01438         in 1340 out 1339 $0.0030  18.8s | OR $0.684 DS $0.010 | 22.0/min ETA 32m
344.5s 151 [ 119/820] OK   gpt      humanize   - AI_opus_HA_01769           in 1178 out 1105 $0.0025  14.9s | OR $0.687 DS $0.010 | 22.1/min ETA 32m
345.5s 152 [ 120/820] OK   gpt      polish   L75 HU_HA_02814                in 1804 out 1730 $0.0039  22.5s | OR $0.691 DS $0.010 | 22.2/min ETA 32m
345.8s 153 [ 121/820] OK   qwen     humanize   - AI_opus_HA_02377           in 1818 out 1662 $0.0079  24.6s | OR $0.699 DS $0.010 | 22.3/min ETA 31m
352.2s 154 [ 122/820] OK   deepseek polish   L75 HU_HA_02061                in 1680 out  876 $0.0005   6.7s | OR $0.699 DS $0.011 | 22.1/min ETA 32m
352.2s 155 [ 123/820] OK   deepseek polish   L25 HU_HA_00947                in 1243 out 1053 $0.0005   9.7s | OR $0.699 DS $0.011 | 22.3/min ETA 31m
354.0s 156 [ 124/820] OK   gpt      humanize   - AI_qwen_HA_00124           in  937 out  842 $0.0019  12.2s | OR $0.700 DS $0.011 | 22.3/min ETA 31m
362.1s 157 [ 125/820] OK   claude   polish   L25 HU_HA_00314                in 1951 out 2203 $0.0130  20.7s | OR $0.713 DS $0.011 | 22.0/min ETA 32m
363.7s 158 [ 126/820] OK   deepseek polish   L10 HU_HA_01658                in 1452 out 1287 $0.0006   9.7s | OR $0.713 DS $0.012 | 22.0/min ETA 31m
365.4s 159 [ 127/820] OK   qwen     humanize   - AI_gpt_HA_01312            in 1310 out 1210 $0.0057  21.0s | OR $0.719 DS $0.012 | 22.1/min ETA 31m
365.6s 160 [ 128/820] OK   gpt      polish   L50 HU_HA_00340                in  912 out  899 $0.0020  13.4s | OR $0.721 DS $0.012 | 22.3/min ETA 31m
368.1s 161 [ 129/820] OK   claude   polish   L50 HU_HA_01908                in 2626 out 2522 $0.0152  22.3s | OR $0.736 DS $0.012 | 22.3/min ETA 31m
370.2s 162 [ 130/820] OK   deepseek humanize   - AI_deepseek_HA_00595       in 1103 out  919 $0.0004   8.1s | OR $0.736 DS $0.012 | 22.3/min ETA 31m
374.0s 163 [ 131/820] OK   gemini   humanize   - AI_gemini_HA_00769         in 1021 out  923 $0.0026   3.7s | OR $0.739 DS $0.012 | 22.3/min ETA 31m
375.3s 164 [ 132/820] OK   deepseek polish   L25 HU_HA_01804                in 1392 out 1237 $0.0005   9.8s | OR $0.739 DS $0.013 | 22.3/min ETA 31m
379.3s 165 [ 133/820] OK   qwen     humanize   - AI_qwen_HA_02641           in 1814 out 1575 $0.0076  27.1s | OR $0.747 DS $0.013 | 22.3/min ETA 31m
380.1s 166 [ 134/820] OK   gpt      polish   L75 HU_HA_00030                in  965 out  861 $0.0020  12.0s | OR $0.749 DS $0.013 | 22.4/min ETA 31m
381.4s 167 [ 135/820] OK   qwen     humanize   - AI_sonnet_HA_00300         in 1006 out  858 $0.0041  15.8s | OR $0.753 DS $0.013 | 22.5/min ETA 30m
389.3s 168 [ 136/820] OK   gpt      humanize   - AI_sonnet_HA_00231         in  883 out  757 $0.0017  10.0s | OR $0.754 DS $0.013 | 22.1/min ETA 31m
392.3s 169 [ 137/820] OK   gpt      polish   L75 HU_HA_01573                in 1225 out 1237 $0.0028  17.1s | OR $0.757 DS $0.013 | 22.1/min ETA 31m
394.1s 170 [ 138/820] OK   claude   humanize   - AI_qwen_HA_01361           in 2190 out 1923 $0.0118  20.1s | OR $0.769 DS $0.013 | 22.2/min ETA 31m
396.4s 171 [ 139/820] OK   gpt      polish   L75 HU_HA_01641                in 1226 out 1181 $0.0027  16.2s | OR $0.772 DS $0.013 | 22.2/min ETA 31m
399.5s 172 [ 140/820] OK   gemini   humanize   - AI_deepseek_HA_02789       in 1754 out 1379 $0.0040   5.5s | OR $0.776 DS $0.013 | 22.2/min ETA 31m
